equipment_type,model,site_id,season,region,month,rental_days,previous_rental_count,avg_engine_hours,avg_idle_hours,utilization_rate,target_expected_demand
Backhoe Loader,420,SITE_013,PostMonsoon,West,2,61,34,9.74,1.8,0.8438,42.0
Compact Track Loader,259D3,SITE_013,Winter,West,6,36,40,7.93,3.11,0.7182,37.0
Excavator,320 GC,SITE_035,PostMonsoon,East,11,44,17,9.46,3.2,0.747,47.0
Motor Grader,140,SITE_005,Winter,West,11,71,3,10.67,2.15,0.8325,27.0
Excavator,336,SITE_025,Monsoon,South,3,59,20,9.5,1.6,0.8558,42.0
Motor Grader,140,SITE_034,PostMonsoon,East,1,13,44,4.8,2.64,0.645,46.0
Backhoe Loader,420,SITE_036,Winter,South,3,38,14,8.03,2.53,0.76,28.0
Articulated Truck,745,SITE_010,Monsoon,South,1,81,25,8.18,1.89,0.8121,28.0
Wheel Loader,950 GC,SITE_045,Winter,East,11,84,34,10.37,2.62,0.7985,47.0
Wheel Loader,950 GC,SITE_014,Winter,East,10,65,30,9.37,2.1,0.8172,43.0
Compact Track Loader,259D3,SITE_047,Summer,East,5,37,23,4.43,1.31,0.7712,35.0
Bulldozer,D8,SITE_037,Winter,South,6,67,5,6.71,1.37,0.8308,35.0
Compact Track Loader,259D3,SITE_031,Summer,North,12,67,39,9.6,2.52,0.7919,42.0
Wheel Loader,966,SITE_013,Monsoon,North,11,7,42,6.33,1.28,0.8318,45.0
Wheel Loader,966,SITE_047,PostMonsoon,South,8,80,38,4.07,3.12,0.5665,54.0
Wheel Loader,950 GC,SITE_039,Monsoon,West,10,35,30,8.05,3.11,0.7216,38.0
Wheel Loader,950 GC,SITE_009,Winter,West,2,25,39,7.05,1.86,0.7909,47.0
Articulated Truck,745,SITE_041,Summer,East,1,58,11,5.52,2.58,0.6813,33.0
Wheel Loader,966,SITE_041,Summer,West,12,30,49,9.94,1.74,0.8513,60.0
Motor Grader,140,SITE_050,Winter,East,6,34,28,8.01,1.47,0.8452,30.0
Excavator,320 GC,SITE_043,Monsoon,South,12,43,39,8.14,2.95,0.7342,41.0
Wheel Loader,950 GC,SITE_035,Monsoon,East,7,18,20,4.36,3.9,0.528,30.0
Wheel Loader,966,SITE_013,Winter,North,6,50,13,4.7,3.37,0.582,35.0
Excavator,320 GC,SITE_044,Summer,South,7,82,27,9.43,1.46,0.8659,50.0
Backhoe Loader,420,SITE_003,Winter,West,5,43,8,5.0,3.82,0.5666,27.0
Articulated Truck,745,SITE_048,Monsoon,West,2,40,4,5.49,1.69,0.7644,24.0
Backhoe Loader,420,SITE_045,Summer,North,4,82,36,9.79,1.8,0.8449,46.0
Compact Track Loader,259D3,SITE_026,Monsoon,South,10,8,49,5.71,2.96,0.6585,38.0
Excavator,320 GC,SITE_042,PostMonsoon,West,9,33,18,10.97,2.73,0.8008,46.0
Excavator,336,SITE_015,PostMonsoon,East,9,47,10,9.29,3.62,0.7196,48.0
Wheel Loader,966,SITE_032,Monsoon,East,3,19,9,8.75,3.91,0.6912,29.0
Wheel Loader,966,SITE_046,PostMonsoon,North,11,87,36,7.78,3.2,0.7086,55.0
Excavator,320 GC,SITE_026,Summer,North,4,64,27,7.53,2.68,0.7377,51.0
Wheel Loader,950 GC,SITE_009,PostMonsoon,West,6,79,9,5.97,2.42,0.7116,37.0
Wheel Loader,966,SITE_022,Winter,South,6,13,34,8.54,2.28,0.7894,50.0
Articulated Truck,745,SITE_030,Summer,South,3,89,39,6.76,2.77,0.7092,47.0
Motor Grader,140,SITE_029,Summer,South,4,22,17,4.13,3.24,0.5601,39.0
Bulldozer,D8,SITE_011,Summer,East,10,82,41,10.86,3.54,0.7544,58.0
Articulated Truck,745,SITE_040,PostMonsoon,West,1,58,29,6.06,2.13,0.7404,44.0
Wheel Loader,950 GC,SITE_010,Summer,North,4,78,10,8.75,2.99,0.7452,40.0
Backhoe Loader,420,SITE_041,Monsoon,South,1,69,41,4.85,3.52,0.5794,32.0
Bulldozer,D6,SITE_012,PostMonsoon,East,2,38,45,4.26,2.33,0.6462,46.0
Motor Grader,140,SITE_047,PostMonsoon,West,2,68,39,10.87,1.33,0.8907,45.0
Wheel Loader,950 GC,SITE_050,Winter,West,6,67,37,5.72,2.1,0.7318,44.0
Articulated Truck,745,SITE_043,Monsoon,North,6,59,47,7.46,3.8,0.6625,38.0
Bulldozer,D6,SITE_049,Summer,North,11,84,35,6.75,2.86,0.7026,50.0
Motor Grader,140,SITE_035,PostMonsoon,East,5,47,43,7.53,2.44,0.7555,47.0
Motor Grader,140,SITE_033,Monsoon,East,4,56,12,9.92,3.17,0.7577,24.0
Wheel Loader,966,SITE_038,PostMonsoon,South,7,30,20,7.84,1.1,0.8772,51.0
Excavator,320 GC,SITE_050,PostMonsoon,East,12,21,40,5.28,3.16,0.6256,52.0
Articulated Truck,745,SITE_025,Winter,West,4,58,38,5.73,2.23,0.7195,42.0
Bulldozer,D8,SITE_045,Summer,West,9,9,14,10.74,2.31,0.8232,49.0
Excavator,336,SITE_031,Monsoon,South,7,16,14,7.49,3.33,0.6924,35.0
Excavator,336,SITE_036,Winter,South,5,62,16,6.64,1.95,0.773,43.0
Bulldozer,D8,SITE_003,Summer,East,1,58,8,6.31,2.89,0.6862,40.0
Motor Grader,140,SITE_001,Winter,East,9,33,11,8.99,3.68,0.7097,27.0
Compact Track Loader,259D3,SITE_044,Monsoon,West,9,70,25,9.71,1.57,0.8611,29.0
Wheel Loader,950 GC,SITE_006,PostMonsoon,South,7,15,3,7.93,1.32,0.8574,35.0
Wheel Loader,950 GC,SITE_042,Summer,East,8,43,22,10.29,2.76,0.7888,47.0
Compact Track Loader,259D3,SITE_034,PostMonsoon,South,7,10,33,7.05,3.04,0.6985,34.0
Excavator,336,SITE_029,Monsoon,North,5,17,39,8.64,1.3,0.8691,50.0
Motor Grader,140,SITE_023,PostMonsoon,East,1,80,23,9.63,3.62,0.7269,34.0
Articulated Truck,745,SITE_048,Winter,West,6,33,24,7.28,2.39,0.7525,34.0
Backhoe Loader,420,SITE_017,PostMonsoon,West,11,46,20,7.01,2.89,0.7079,33.0
Wheel Loader,950 GC,SITE_016,PostMonsoon,West,8,8,37,4.63,1.97,0.7017,47.0
Bulldozer,D6,SITE_021,Winter,East,8,41,23,8.75,1.57,0.8477,44.0
Backhoe Loader,420,SITE_020,Summer,East,5,41,2,5.0,2.14,0.7007,27.0
Articulated Truck,745,SITE_036,Summer,North,10,85,15,4.66,3.92,0.5432,36.0
Excavator,336,SITE_047,Monsoon,North,4,10,25,10.06,2.87,0.7783,40.0
Bulldozer,D8,SITE_008,Monsoon,West,9,67,21,5.71,1.83,0.7568,37.0
Bulldozer,D6,SITE_036,Winter,South,5,39,27,10.42,2.88,0.7832,36.0
Wheel Loader,966,SITE_047,Winter,West,1,42,36,6.94,3.01,0.697,48.0
Excavator,336,SITE_027,Monsoon,North,10,26,33,10.02,2.68,0.7888,45.0
Backhoe Loader,420,SITE_035,Winter,West,2,32,7,9.0,1.04,0.8966,24.0
Compact Track Loader,259D3,SITE_032,Summer,West,6,69,20,5.45,2.99,0.646,35.0
Excavator,320 GC,SITE_050,Winter,North,10,29,18,8.64,2.89,0.7495,42.0
Bulldozer,D6,SITE_039,Winter,North,8,32,42,5.08,1.65,0.7548,46.0
Excavator,336,SITE_037,Winter,East,12,12,8,5.42,3.27,0.6234,42.0
Bulldozer,D6,SITE_037,PostMonsoon,West,5,57,43,6.03,3.7,0.6194,50.0
Articulated Truck,745,SITE_045,Monsoon,North,8,60,25,10.95,2.72,0.801,34.0
Bulldozer,D6,SITE_032,Summer,East,12,35,34,9.19,1.76,0.8392,51.0
Motor Grader,140,SITE_028,PostMonsoon,East,12,89,34,6.94,3.44,0.6686,39.0
Motor Grader,140,SITE_028,PostMonsoon,South,8,54,35,8.27,1.29,0.8647,44.0
Backhoe Loader,420,SITE_034,Summer,West,10,83,35,7.31,2.48,0.7471,40.0
Backhoe Loader,420,SITE_047,PostMonsoon,West,1,84,32,9.8,3.35,0.745,36.0
Wheel Loader,950 GC,SITE_006,Winter,North,10,79,14,5.76,3.53,0.6198,33.0
Motor Grader,140,SITE_029,Summer,West,8,88,35,5.36,3.36,0.6147,44.0
Articulated Truck,745,SITE_009,Winter,South,9,55,27,9.18,2.65,0.7763,34.0
Excavator,320 GC,SITE_043,Monsoon,East,11,70,3,5.69,1.01,0.8497,29.0
Articulated Truck,745,SITE_021,Winter,East,12,65,39,10.75,2.69,0.7999,41.0
Motor Grader,140,SITE_010,Summer,East,4,68,35,6.43,2.57,0.7147,41.0
Bulldozer,D8,SITE_041,Monsoon,West,7,36,26,10.44,1.34,0.8861,38.0
Compact Track Loader,259D3,SITE_036,Winter,North,4,11,13,8.61,1.55,0.8472,28.0
Wheel Loader,966,SITE_044,PostMonsoon,South,4,31,42,5.76,3.09,0.6512,55.0
Motor Grader,140,SITE_008,Winter,South,5,18,42,10.72,3.01,0.7807,39.0
Articulated Truck,745,SITE_027,Summer,North,5,33,15,9.75,3.0,0.7647,39.0
Wheel Loader,966,SITE_031,Winter,West,12,64,22,8.61,1.7,0.8353,43.0
Bulldozer,D8,SITE_042,Winter,West,10,71,33,5.18,3.17,0.6204,43.0
Articulated Truck,745,SITE_044,Winter,North,12,38,28,9.98,1.92,0.8388,39.0
Wheel Loader,950 GC,SITE_017,Monsoon,East,11,37,30,9.0,2.73,0.7673,39.0
Wheel Loader,950 GC,SITE_028,Summer,East,10,80,29,8.44,1.45,0.8531,50.0
Wheel Loader,966,SITE_028,Winter,North,7,70,15,7.51,3.08,0.7091,41.0
Articulated Truck,745,SITE_013,Monsoon,West,8,77,14,9.78,1.78,0.8459,30.0
Bulldozer,D8,SITE_020,Winter,West,7,35,15,5.5,1.65,0.7697,41.0
Motor Grader,140,SITE_027,Summer,North,10,60,12,9.31,2.28,0.803,35.0
Articulated Truck,745,SITE_023,Winter,West,5,46,10,6.96,1.51,0.8213,33.0
Wheel Loader,966,SITE_041,PostMonsoon,East,2,21,49,7.82,2.88,0.7307,59.0
Compact Track Loader,259D3,SITE_004,Monsoon,West,8,71,35,7.72,2.17,0.7806,34.0
Compact Track Loader,259D3,SITE_034,Winter,East,7,16,31,9.92,2.32,0.8105,35.0
Wheel Loader,950 GC,SITE_022,Winter,East,8,62,28,5.01,2.63,0.6561,42.0
Articulated Truck,745,SITE_015,PostMonsoon,South,11,59,11,7.52,2.44,0.7547,35.0
Compact Track Loader,259D3,SITE_021,Monsoon,South,9,58,49,9.63,3.36,0.7415,36.0
Excavator,336,SITE_046,PostMonsoon,North,3,63,13,7.46,2.8,0.7273,52.0
Bulldozer,D6,SITE_007,Monsoon,West,3,20,22,7.78,3.61,0.6827,32.0
Wheel Loader,950 GC,SITE_015,Summer,East,9,84,48,8.72,1.43,0.8592,58.0
Excavator,336,SITE_022,PostMonsoon,North,12,67,17,5.04,1.61,0.7579,50.0
Bulldozer,D6,SITE_039,Winter,West,9,78,34,9.31,1.22,0.8839,42.0
Articulated Truck,745,SITE_008,Winter,East,11,81,23,8.89,2.54,0.7778,34.0
Excavator,320 GC,SITE_038,Monsoon,North,1,59,22,10.3,2.86,0.7824,35.0
Bulldozer,D8,SITE_013,PostMonsoon,South,6,24,8,8.15,3.53,0.698,39.0
Motor Grader,140,SITE_048,Winter,South,5,27,14,5.22,1.26,0.8063,31.0
Excavator,336,SITE_050,PostMonsoon,West,12,7,3,9.33,3.36,0.7352,46.0
Backhoe Loader,420,SITE_005,PostMonsoon,East,1,50,43,4.64,3.52,0.568,42.0
Wheel Loader,950 GC,SITE_021,Summer,West,8,32,41,6.24,2.37,0.7246,54.0
Backhoe Loader,420,SITE_049,PostMonsoon,South,4,55,49,6.69,1.23,0.8443,41.0
Compact Track Loader,259D3,SITE_040,PostMonsoon,East,10,82,19,8.72,3.41,0.7186,33.0
Excavator,336,SITE_011,Monsoon,South,4,61,37,5.47,1.15,0.8256,48.0
Excavator,336,SITE_028,PostMonsoon,West,1,41,40,5.79,2.1,0.7341,58.0
Motor Grader,140,SITE_022,PostMonsoon,West,6,25,46,5.01,1.28,0.7971,47.0
Compact Track Loader,259D3,SITE_035,PostMonsoon,West,1,87,27,9.62,1.28,0.8827,35.0
Compact Track Loader,259D3,SITE_039,Winter,North,5,28,8,6.47,1.57,0.8051,27.0
Bulldozer,D6,SITE_032,Winter,West,6,26,5,8.12,3.51,0.698,26.0
Bulldozer,D8,SITE_008,Monsoon,East,4,21,19,6.2,2.7,0.6967,36.0
Compact Track Loader,259D3,SITE_025,Monsoon,South,7,68,38,9.59,3.64,0.7247,31.0
Wheel Loader,950 GC,SITE_017,PostMonsoon,West,5,14,10,5.72,1.35,0.8096,37.0
Wheel Loader,966,SITE_012,PostMonsoon,North,8,72,17,4.9,1.64,0.7496,47.0
Compact Track Loader,259D3,SITE_046,Monsoon,North,10,22,2,5.33,2.44,0.6857,21.0
Excavator,336,SITE_041,Monsoon,West,8,61,12,10.62,2.51,0.8088,35.0
Excavator,320 GC,SITE_023,Winter,East,2,67,15,9.79,1.37,0.8769,38.0
Bulldozer,D8,SITE_024,Winter,North,3,36,39,4.59,3.31,0.5812,45.0
Excavator,320 GC,SITE_044,Winter,West,6,32,46,6.75,2.99,0.693,52.0
Bulldozer,D8,SITE_030,Winter,North,7,31,14,4.39,1.85,0.7033,39.0
Articulated Truck,745,SITE_011,Monsoon,West,8,43,11,4.18,2.59,0.6178,25.0
Wheel Loader,966,SITE_023,Monsoon,North,5,54,34,4.18,2.2,0.6554,42.0
Excavator,336,SITE_050,Winter,West,7,47,24,7.03,2.98,0.7021,45.0
Articulated Truck,745,SITE_033,Monsoon,West,8,21,16,10.65,1.4,0.8836,28.0
Bulldozer,D8,SITE_036,Summer,South,12,34,8,5.42,2.27,0.7047,40.0
Wheel Loader,950 GC,SITE_015,Summer,West,2,35,27,5.64,2.09,0.7299,49.0
Bulldozer,D6,SITE_026,PostMonsoon,South,11,64,46,4.14,1.3,0.7609,47.0
Backhoe Loader,420,SITE_045,Winter,West,3,55,28,10.59,2.02,0.8395,35.0
Excavator,320 GC,SITE_034,Winter,West,2,15,38,9.27,2.32,0.7998,45.0
Excavator,336,SITE_040,Monsoon,West,2,71,25,6.08,3.14,0.6593,42.0
Wheel Loader,950 GC,SITE_012,PostMonsoon,West,7,28,27,4.26,1.93,0.6881,41.0
Motor Grader,140,SITE_022,PostMonsoon,South,3,59,31,6.58,2.03,0.7646,42.0
Backhoe Loader,420,SITE_029,Winter,West,2,37,33,8.97,3.52,0.7179,34.0
Articulated Truck,745,SITE_024,Winter,South,1,27,49,8.29,3.66,0.6939,47.0
Excavator,320 GC,SITE_048,PostMonsoon,West,9,69,4,6.38,1.13,0.8497,44.0
Backhoe Loader,420,SITE_035,PostMonsoon,North,3,44,9,4.14,1.71,0.7076,26.0
Articulated Truck,745,SITE_043,Summer,East,3,87,32,10.35,1.08,0.9059,47.0
Compact Track Loader,259D3,SITE_035,Winter,South,12,39,38,7.53,1.21,0.8611,38.0
Excavator,320 GC,SITE_020,Winter,West,9,56,32,10.1,1.45,0.8745,47.0
Wheel Loader,966,SITE_031,Winter,North,2,88,41,10.68,1.36,0.8869,54.0
Wheel Loader,950 GC,SITE_043,Summer,East,2,77,7,9.14,3.39,0.7296,42.0
Wheel Loader,950 GC,SITE_001,Winter,West,2,42,17,5.09,1.64,0.7564,35.0
Backhoe Loader,420,SITE_018,Monsoon,West,5,50,30,7.48,1.05,0.8774,34.0
Wheel Loader,950 GC,SITE_010,Monsoon,West,8,87,25,9.3,3.43,0.7303,33.0
Excavator,336,SITE_007,Winter,North,1,60,35,9.98,1.09,0.9011,57.0
Excavator,320 GC,SITE_021,Summer,South,12,36,9,10.63,1.22,0.8973,46.0
Bulldozer,D6,SITE_007,Winter,East,4,80,20,10.05,3.62,0.7351,40.0
Excavator,336,SITE_030,PostMonsoon,South,10,53,44,10.04,2.72,0.7866,66.0
Bulldozer,D8,SITE_009,Winter,East,3,37,41,6.81,2.62,0.7219,51.0
Compact Track Loader,259D3,SITE_018,Summer,East,5,85,26,9.06,2.49,0.7842,38.0
Bulldozer,D8,SITE_041,Winter,East,1,52,7,4.65,1.91,0.7092,40.0
Excavator,336,SITE_039,Monsoon,East,5,44,16,8.32,1.14,0.8795,46.0
Wheel Loader,966,SITE_003,Monsoon,North,12,9,29,8.27,2.38,0.7765,41.0
Compact Track Loader,259D3,SITE_004,PostMonsoon,East,12,34,11,6.62,2.92,0.6941,31.0
Wheel Loader,966,SITE_042,PostMonsoon,South,9,52,9,10.26,2.98,0.7747,45.0
Excavator,320 GC,SITE_019,Summer,South,2,45,10,9.36,2.69,0.7766,47.0
Wheel Loader,950 GC,SITE_022,Summer,South,8,63,9,6.44,1.98,0.7647,43.0
Wheel Loader,966,SITE_019,PostMonsoon,West,12,80,48,5.84,3.56,0.6215,61.0
Wheel Loader,966,SITE_049,Monsoon,East,2,45,33,10.41,1.94,0.843,43.0
Wheel Loader,966,SITE_035,PostMonsoon,West,5,12,27,7.14,2.51,0.7401,48.0
Bulldozer,D6,SITE_023,Winter,West,6,56,4,7.26,1.06,0.8725,29.0
Motor Grader,140,SITE_013,Monsoon,West,10,73,8,7.83,3.34,0.7012,22.0
Excavator,336,SITE_024,Winter,West,7,73,14,8.55,1.35,0.8634,45.0
Compact Track Loader,259D3,SITE_017,Summer,East,3,43,44,5.63,3.21,0.6365,42.0
Excavator,320 GC,SITE_002,Monsoon,West,3,76,2,8.0,2.68,0.7489,27.0
Bulldozer,D6,SITE_021,Winter,West,11,69,24,7.57,3.01,0.7157,38.0
Bulldozer,D8,SITE_017,Summer,South,6,37,35,4.37,1.44,0.7528,55.0
Motor Grader,140,SITE_034,Monsoon,West,4,82,5,7.63,2.86,0.7273,21.0
Wheel Loader,950 GC,SITE_040,Summer,East,3,63,42,8.81,1.13,0.8859,57.0
Wheel Loader,950 GC,SITE_010,PostMonsoon,South,11,57,47,9.97,3.32,0.75,51.0
Backhoe Loader,420,SITE_016,Winter,South,5,55,21,7.96,1.63,0.8304,34.0
Wheel Loader,950 GC,SITE_011,Monsoon,South,3,63,23,5.04,3.88,0.5652,30.0
Compact Track Loader,259D3,SITE_002,Summer,North,3,67,25,7.31,3.08,0.7037,39.0
Wheel Loader,950 GC,SITE_031,PostMonsoon,North,12,25,21,6.2,3.51,0.6382,43.0
Bulldozer,D8,SITE_013,Monsoon,North,7,34,49,5.58,2.25,0.7123,46.0
Wheel Loader,966,SITE_035,PostMonsoon,North,3,56,41,9.19,1.1,0.8928,61.0
Backhoe Loader,420,SITE_005,Summer,South,2,39,26,9.03,3.78,0.7049,33.0
Compact Track Loader,259D3,SITE_005,PostMonsoon,East,11,74,15,4.31,3.02,0.5877,28.0
Bulldozer,D8,SITE_041,Monsoon,South,12,69,3,8.21,3.1,0.7261,24.0
Bulldozer,D8,SITE_014,Winter,West,9,21,16,8.85,1.9,0.8232,39.0
Motor Grader,140,SITE_046,PostMonsoon,North,10,84,20,7.91,1.2,0.8685,37.0
Compact Track Loader,259D3,SITE_041,Monsoon,South,2,52,31,10.81,2.66,0.8022,32.0
Excavator,320 GC,SITE_028,PostMonsoon,South,12,14,32,7.75,3.89,0.6655,49.0
Motor Grader,140,SITE_011,Winter,West,6,80,6,8.98,2.99,0.75,27.0
Bulldozer,D8,SITE_028,PostMonsoon,East,5,45,48,7.56,3.24,0.7002,58.0
Articulated Truck,745,SITE_030,Summer,West,10,12,5,5.5,3.97,0.5812,30.0
Bulldozer,D6,SITE_027,Winter,East,5,83,10,4.33,2.87,0.6018,28.0
Backhoe Loader,420,SITE_019,Summer,North,9,60,34,7.31,1.79,0.8037,42.0
Wheel Loader,950 GC,SITE_025,PostMonsoon,West,6,88,33,8.57,2.67,0.7628,47.0
Compact Track Loader,259D3,SITE_028,Winter,South,7,14,14,6.14,3.51,0.636,26.0
Excavator,320 GC,SITE_015,Winter,West,10,58,22,5.88,3.45,0.6304,41.0
Bulldozer,D8,SITE_039,Monsoon,East,3,56,29,4.11,2.29,0.642,38.0
Excavator,320 GC,SITE_003,Winter,East,2,22,5,7.67,3.3,0.6993,31.0
Backhoe Loader,420,SITE_001,Winter,West,9,69,18,8.09,1.19,0.8722,31.0
Bulldozer,D6,SITE_001,Summer,West,3,20,45,8.19,3.64,0.6921,50.0
Wheel Loader,950 GC,SITE_011,Summer,South,5,23,19,10.11,1.87,0.844,48.0
Motor Grader,140,SITE_040,Summer,West,12,52,37,8.32,2.95,0.7381,45.0
Motor Grader,140,SITE_030,Summer,North,4,71,22,5.11,1.22,0.8074,37.0
Bulldozer,D6,SITE_003,Winter,South,1,49,37,8.53,3.84,0.6894,40.0
Excavator,336,SITE_016,Winter,West,8,57,23,10.19,3.78,0.7296,50.0
Backhoe Loader,420,SITE_004,PostMonsoon,East,2,21,37,7.19,2.12,0.7727,41.0
Excavator,320 GC,SITE_007,Winter,West,8,9,26,8.75,1.09,0.8891,46.0
Bulldozer,D8,SITE_027,PostMonsoon,West,12,79,9,5.71,1.3,0.8142,43.0
Excavator,320 GC,SITE_005,Monsoon,West,4,19,34,10.59,1.69,0.8627,39.0
Excavator,336,SITE_048,PostMonsoon,North,1,8,8,6.5,1.18,0.8462,49.0
Excavator,320 GC,SITE_015,PostMonsoon,East,7,20,32,10.08,3.83,0.7244,48.0
Motor Grader,140,SITE_028,Winter,North,1,42,20,4.33,2.52,0.6321,31.0
Excavator,320 GC,SITE_027,PostMonsoon,West,6,12,37,8.12,3.9,0.6756,50.0
Motor Grader,140,SITE_024,PostMonsoon,South,3,46,21,7.13,2.19,0.7655,36.0
Wheel Loader,966,SITE_006,Monsoon,West,5,85,9,8.37,2.02,0.8053,36.0
Wheel Loader,950 GC,SITE_032,Winter,North,5,85,29,8.53,2.86,0.7486,38.0
Wheel Loader,966,SITE_020,Summer,North,6,71,14,6.96,3.62,0.6578,47.0
Articulated Truck,745,SITE_018,Winter,East,4,58,16,8.81,2.53,0.7769,34.0
Motor Grader,140,SITE_035,Monsoon,West,11,23,39,7.97,3.29,0.7079,35.0
Motor Grader,140,SITE_006,PostMonsoon,East,6,15,19,8.85,1.34,0.8689,37.0
Backhoe Loader,420,SITE_009,Winter,West,7,40,39,9.82,2.2,0.8173,39.0
Excavator,336,SITE_015,PostMonsoon,East,4,48,18,7.26,2.88,0.7164,51.0
Compact Track Loader,259D3,SITE_007,Monsoon,West,4,19,33,4.88,3.48,0.5842,29.0
Bulldozer,D8,SITE_037,Monsoon,South,11,36,34,10.33,3.32,0.7566,43.0
Bulldozer,D6,SITE_042,Summer,West,9,49,48,7.06,2.95,0.7048,55.0
Backhoe Loader,420,SITE_002,Monsoon,South,12,10,4,9.88,3.1,0.7613,21.0
Excavator,336,SITE_019,Monsoon,East,8,22,38,6.26,1.98,0.7595,47.0
Excavator,320 GC,SITE_009,Winter,South,4,39,34,4.98,1.03,0.8279,50.0
Excavator,320 GC,SITE_001,PostMonsoon,East,11,70,34,6.39,2.56,0.714,51.0
Wheel Loader,950 GC,SITE_019,PostMonsoon,North,11,58,33,10.43,1.89,0.8465,49.0
Wheel Loader,966,SITE_036,PostMonsoon,South,11,58,5,8.98,3.16,0.74,41.0
Excavator,320 GC,SITE_035,Monsoon,East,11,12,41,5.51,2.07,0.727,42.0
Wheel Loader,966,SITE_048,Summer,South,9,79,33,7.69,3.84,0.6666,52.0
Excavator,336,SITE_022,Monsoon,South,10,26,17,5.75,3.79,0.6024,36.0
Bulldozer,D8,SITE_002,PostMonsoon,South,11,81,6,5.88,1.57,0.7897,42.0
Motor Grader,140,SITE_027,Monsoon,South,5,48,47,4.75,3.56,0.5718,35.0
Wheel Loader,966,SITE_024,PostMonsoon,South,11,11,28,9.95,3.21,0.7559,49.0
Articulated Truck,745,SITE_014,Monsoon,North,11,58,40,8.69,2.16,0.8008,39.0
Bulldozer,D8,SITE_020,Monsoon,East,2,81,9,6.86,1.64,0.807,26.0
Wheel Loader,950 GC,SITE_042,PostMonsoon,East,3,9,19,7.08,1.2,0.8555,44.0
Motor Grader,140,SITE_034,Summer,North,6,68,36,7.58,3.86,0.6625,42.0
Articulated Truck,745,SITE_001,Winter,North,8,77,35,6.67,3.39,0.6633,39.0
Motor Grader,140,SITE_035,Summer,North,10,62,16,10.38,2.99,0.7765,38.0
Compact Track Loader,259D3,SITE_048,Monsoon,North,12,71,48,5.96,1.48,0.8017,37.0
Backhoe Loader,420,SITE_003,Monsoon,East,10,73,21,6.99,1.93,0.7833,27.0
Wheel Loader,950 GC,SITE_032,Winter,South,10,73,16,8.55,3.56,0.706,31.0
Bulldozer,D6,SITE_047,PostMonsoon,East,11,20,42,7.67,1.08,0.8764,48.0
Compact Track Loader,259D3,SITE_027,PostMonsoon,South,2,87,16,5.08,2.96,0.6317,27.0
Compact Track Loader,259D3,SITE_003,Winter,West,6,76,6,4.16,2.73,0.6039,20.0
Wheel Loader,950 GC,SITE_032,PostMonsoon,East,3,32,44,9.94,3.15,0.7591,50.0
Motor Grader,140,SITE_029,Winter,North,8,15,5,6.14,3.28,0.6514,27.0
Articulated Truck,745,SITE_048,Summer,North,6,84,3,10.39,3.34,0.7569,33.0
Wheel Loader,966,SITE_035,Winter,South,10,44,4,5.05,1.06,0.8258,35.0
Bulldozer,D8,SITE_044,Winter,North,6,31,17,10.61,3.1,0.7738,38.0
Articulated Truck,745,SITE_019,Monsoon,North,5,50,36,8.14,1.64,0.832,37.0
Articulated Truck,745,SITE_030,PostMonsoon,South,10,19,37,9.41,3.49,0.7293,42.0
Articulated Truck,745,SITE_018,PostMonsoon,West,6,81,8,6.49,1.04,0.8614,33.0
Excavator,320 GC,SITE_024,Winter,North,11,40,4,5.72,1.43,0.7996,36.0
Articulated Truck,745,SITE_036,Summer,North,4,88,8,9.66,2.79,0.7757,33.0
Wheel Loader,950 GC,SITE_002,Monsoon,North,3,83,4,4.94,3.24,0.6036,22.0
Backhoe Loader,420,SITE_008,Summer,West,6,45,34,5.04,2.26,0.6905,42.0
Wheel Loader,966,SITE_043,PostMonsoon,South,8,64,49,9.86,2.57,0.7931,58.0
Compact Track Loader,259D3,SITE_033,Monsoon,South,1,66,25,8.64,3.45,0.7143,30.0
Articulated Truck,745,SITE_027,PostMonsoon,East,4,74,23,5.72,3.86,0.5969,37.0
Bulldozer,D8,SITE_018,Monsoon,North,10,61,48,8.8,2.27,0.7947,47.0
Bulldozer,D8,SITE_044,PostMonsoon,South,8,49,26,5.26,3.32,0.6131,47.0
Articulated Truck,745,SITE_038,Summer,East,1,32,11,8.4,2.44,0.775,38.0
Bulldozer,D6,SITE_018,Monsoon,North,12,55,31,9.39,1.5,0.8619,36.0
Bulldozer,D8,SITE_016,Summer,East,2,27,13,10.02,3.68,0.7317,46.0
Motor Grader,140,SITE_042,Summer,South,10,13,12,7.34,1.77,0.8055,35.0
Wheel Loader,966,SITE_030,PostMonsoon,West,8,46,24,10.23,2.91,0.7782,47.0
Bulldozer,D8,SITE_004,Winter,North,10,60,17,9.01,3.65,0.7118,38.0
Excavator,320 GC,SITE_005,PostMonsoon,South,3,74,10,9.26,1.74,0.8419,44.0
Wheel Loader,966,SITE_031,Monsoon,West,12,42,3,7.27,3.51,0.674,27.0
Excavator,320 GC,SITE_041,Monsoon,South,4,38,26,4.39,2.0,0.6878,37.0
Articulated Truck,745,SITE_017,Summer,North,10,23,30,6.18,2.67,0.6983,40.0
Excavator,320 GC,SITE_021,PostMonsoon,West,6,52,46,7.55,1.19,0.864,57.0
Compact Track Loader,259D3,SITE_002,Monsoon,West,12,85,7,7.24,2.33,0.7562,24.0
Bulldozer,D6,SITE_012,Winter,North,3,51,44,4.92,3.29,0.5991,46.0
Bulldozer,D6,SITE_013,Summer,North,4,70,42,6.34,1.36,0.8235,50.0
