equipment_type,model,equipment_age,engine_hours_per_day,idle_hours_per_day,fuel_level,engine_temperature,battery_voltage,days_since_last_service,fault_code_count,total_operating_hours,target_maintenance_probability,target_days_until_service,target_confidence
Backhoe Loader,420,11,6.76,5.91,10.92,88.35,11.98,230,4,2031.83,0.5593,38.2,0.9812
Motor Grader,140,11,8.52,5.9,99.24,92.37,12.0,172,0,11108.12,0.331,61.3,0.9082
Compact Track Loader,259D3,2,9.03,5.76,71.9,96.58,13.66,11,1,7836.67,0.0639,83.5,0.7551
Excavator,336,10,7.23,2.19,57.44,97.06,12.92,73,3,10814.93,0.3244,61.3,0.903
Excavator,336,9,5.92,1.43,38.72,110.83,13.76,105,5,3937.03,0.5653,39.3,0.9527
Articulated Truck,745,9,10.65,3.48,45.68,82.14,12.9,172,2,11103.01,0.3844,55.1,0.9473
Wheel Loader,966,6,3.86,5.98,24.11,97.2,13.26,168,7,7445.68,0.5648,39.7,0.9702
Backhoe Loader,420,9,6.59,1.84,70.94,74.42,11.88,161,2,3738.98,0.3748,55.5,0.921
Excavator,336,11,3.88,2.4,96.89,108.32,13.72,47,3,8197.5,0.4549,52.6,0.9821
Backhoe Loader,420,5,7.41,5.55,99.13,97.34,12.7,7,5,6772.81,0.2748,64.9,0.8628
Excavator,320 GC,10,5.85,3.42,52.19,75.26,13.78,146,1,1987.37,0.3226,59.6,0.9066
Bulldozer,D6,9,3.5,4.4,43.86,90.96,12.78,123,1,8590.13,0.2518,69.8,0.8561
Wheel Loader,966,11,7.15,0.81,79.91,74.7,14.17,222,3,11667.53,0.4846,45.2,0.9896
Motor Grader,140,1,13.07,5.83,33.37,89.47,12.89,22,1,6614.87,0.0688,82.6,0.7494
Compact Track Loader,259D3,5,13.93,2.35,56.37,101.37,13.59,290,4,2279.59,0.6367,31.7,0.9043
Bulldozer,D8,11,10.54,5.1,22.26,102.85,13.83,251,6,10780.55,0.7518,21.8,0.8374
Backhoe Loader,420,10,8.25,5.46,13.48,90.42,12.2,71,5,1248.67,0.4074,51.2,0.9513
Backhoe Loader,420,11,3.46,2.86,26.68,95.98,12.55,180,0,1765.22,0.3797,57.0,0.9335
Bulldozer,D8,10,4.56,2.56,35.53,109.93,13.99,158,7,554.17,0.7091,24.6,0.8819
Excavator,320 GC,9,8.37,3.61,42.08,88.1,13.75,11,4,5933.38,0.2862,64.7,0.8618
Excavator,320 GC,7,10.91,0.71,58.83,101.81,12.1,149,3,3645.19,0.472,47.0,0.9822
Motor Grader,140,3,11.19,4.75,97.35,97.14,12.12,137,0,1153.84,0.195,70.9,0.8149
Bulldozer,D8,1,3.98,4.98,71.6,86.98,14.12,92,6,11461.31,0.381,53.9,0.9191
Motor Grader,140,4,6.7,1.5,22.4,97.72,11.66,151,4,2829.57,0.383,57.4,0.9276
Bulldozer,D6,3,13.19,3.41,96.75,82.54,13.17,216,2,8499.58,0.3513,60.4,0.8922
Compact Track Loader,259D3,9,5.51,5.09,13.31,78.21,12.45,49,7,5047.31,0.416,53.6,0.9514
Excavator,336,5,6.43,1.14,32.48,103.94,14.09,57,2,7269.7,0.3259,60.3,0.8766
Articulated Truck,745,10,3.14,0.78,47.86,84.24,12.36,182,1,2914.55,0.3723,55.3,0.9317
Bulldozer,D8,1,9.38,2.26,21.12,93.79,12.78,120,6,9305.93,0.3754,55.9,0.9274
Excavator,336,10,5.84,5.01,99.71,87.43,13.79,282,4,7910.88,0.5949,36.1,0.9653
Articulated Truck,745,7,13.93,2.55,24.63,100.54,12.3,191,4,6855.42,0.5327,41.0,0.9777
Wheel Loader,950 GC,3,5.88,0.93,80.54,84.46,14.17,227,5,4152.08,0.5034,44.1,0.9864
Backhoe Loader,420,5,5.74,1.88,29.16,88.63,13.69,197,0,8784.2,0.2928,62.4,0.8824
Excavator,320 GC,3,10.88,1.39,44.74,101.2,13.08,190,5,705.91,0.4883,46.7,0.99
Wheel Loader,950 GC,10,9.16,3.33,91.84,96.89,12.76,10,5,8671.63,0.3256,59.3,0.8952
Bulldozer,D6,6,6.34,4.07,45.84,78.74,12.03,71,0,715.41,0.1649,74.1,0.8018
Compact Track Loader,259D3,11,5.04,2.54,95.23,99.35,13.38,144,7,2921.26,0.6286,35.2,0.9184
Backhoe Loader,420,2,4.56,4.85,60.34,88.68,13.22,48,1,4519.93,0.0877,82.8,0.782
Excavator,336,8,7.44,4.27,81.94,87.93,13.45,49,2,11679.86,0.2363,69.5,0.8327
Compact Track Loader,259D3,2,5.46,2.36,39.19,92.25,11.66,184,1,6555.72,0.2669,65.1,0.8592
Compact Track Loader,259D3,7,8.97,5.79,36.64,94.86,13.67,7,4,11195.06,0.2273,69.3,0.8431
Backhoe Loader,420,5,11.2,5.27,97.37,75.63,14.44,49,6,7774.66,0.3458,55.6,0.9115
Wheel Loader,950 GC,5,4.55,5.91,10.5,82.08,12.29,60,7,10716.6,0.3795,55.3,0.9291
Excavator,320 GC,6,5.1,2.12,89.23,83.41,13.17,36,0,3394.93,0.1529,74.8,0.7986
Bulldozer,D8,9,4.47,2.44,78.92,110.51,14.14,25,6,4978.88,0.508,42.3,0.99
Backhoe Loader,420,2,5.89,1.36,37.9,99.22,12.48,166,5,11543.14,0.4341,51.9,0.9685
Excavator,336,1,12.69,1.02,50.91,103.09,14.42,262,4,4734.68,0.5644,35.3,0.959
Articulated Truck,745,5,13.65,4.92,76.3,94.32,14.14,168,1,7020.37,0.2801,63.4,0.8835
Compact Track Loader,259D3,6,13.47,5.57,18.03,94.71,14.13,181,2,3025.1,0.325,60.2,0.8972
Excavator,320 GC,5,13.91,3.06,30.45,78.91,13.89,258,6,8948.1,0.5921,40.6,0.9482
Motor Grader,140,9,2.46,2.35,38.95,88.99,13.79,50,4,11623.61,0.3319,59.9,0.895
Wheel Loader,966,11,11.09,4.25,60.83,92.75,13.11,134,4,1184.02,0.4339,52.5,0.964
Compact Track Loader,259D3,5,10.88,0.81,38.44,76.08,14.41,281,2,1134.19,0.4523,49.5,0.9768
Compact Track Loader,259D3,9,13.75,2.97,93.15,93.08,13.71,180,1,4740.4,0.377,58.0,0.9228
Articulated Truck,745,4,5.43,2.79,55.14,89.75,12.21,220,7,6794.16,0.5777,38.5,0.9661
Wheel Loader,966,9,13.87,2.17,96.78,80.78,14.06,131,4,4604.01,0.4179,53.4,0.9553
Wheel Loader,950 GC,10,5.23,3.1,93.97,73.87,12.06,216,1,8006.05,0.4248,51.1,0.9504
Wheel Loader,966,10,7.06,0.64,92.85,74.25,11.97,166,7,2762.16,0.5727,36.3,0.9578
Bulldozer,D8,9,11.79,2.84,71.55,87.5,12.39,262,0,9886.87,0.409,52.1,0.9261
Bulldozer,D8,2,11.42,4.62,72.49,106.43,13.77,278,5,4311.35,0.6603,30.1,0.8989
Wheel Loader,966,6,2.96,5.66,45.12,95.73,12.57,145,2,5534.45,0.2983,63.3,0.8854
Compact Track Loader,259D3,2,12.67,1.68,40.38,89.14,14.46,8,7,7220.01,0.3046,61.8,0.876
Bulldozer,D8,3,5.83,5.18,81.52,100.47,12.04,167,7,6565.35,0.5275,43.5,0.9816
Wheel Loader,966,6,10.61,4.85,32.21,79.76,13.21,225,1,11388.76,0.3541,56.8,0.923
Excavator,336,10,13.08,1.3,52.96,83.06,11.66,270,1,6155.56,0.4981,44.9,0.99
Bulldozer,D8,1,2.93,4.99,73.56,89.83,12.68,173,1,3409.96,0.1953,70.9,0.8334
Bulldozer,D8,1,8.36,1.93,49.13,102.44,13.77,75,3,8973.48,0.3424,58.4,0.9051
Motor Grader,140,1,10.44,3.56,59.64,72.6,13.81,106,0,1906.04,0.1395,79.6,0.7879
Motor Grader,140,10,5.29,5.37,53.29,89.97,13.75,129,6,6951.4,0.4962,46.6,0.99
Wheel Loader,966,1,11.26,1.73,81.21,90.54,12.57,7,7,6768.75,0.2808,64.9,0.866
Bulldozer,D8,7,10.6,4.13,90.18,89.98,12.83,26,3,7234.13,0.2343,69.6,0.8372
Wheel Loader,950 GC,5,9.25,1.6,57.1,90.58,14.32,171,5,4663.88,0.4301,51.3,0.9577
Excavator,336,11,9.56,4.87,12.85,100.37,13.95,51,6,11536.6,0.4655,47.6,0.9721
Excavator,336,9,8.6,5.41,81.99,95.92,11.99,181,0,11881.51,0.3451,59.6,0.9134
Bulldozer,D8,7,3.62,1.86,52.56,109.59,12.67,28,0,4810.89,0.2392,65.9,0.8168
Articulated Truck,745,7,12.96,5.5,11.7,101.5,11.72,271,0,11705.47,0.4581,48.4,0.9885
Excavator,336,1,11.12,0.61,15.76,107.78,11.63,65,6,9997.75,0.3945,54.2,0.928
Wheel Loader,950 GC,3,5.2,0.89,28.16,86.87,13.54,110,6,9256.22,0.3709,59.2,0.9374
Compact Track Loader,259D3,4,2.85,5.6,94.3,91.24,12.66,116,3,5648.05,0.3057,60.6,0.8936
Motor Grader,140,8,12.98,3.87,69.31,99.44,13.08,40,4,6871.27,0.3315,57.4,0.8971
Wheel Loader,950 GC,7,6.47,1.94,35.48,96.85,12.7,55,4,10950.55,0.3293,61.4,0.8971
Bulldozer,D6,9,5.12,1.09,32.12,95.18,12.71,170,7,1730.86,0.6367,31.6,0.9246
Excavator,320 GC,3,10.33,1.49,82.29,91.72,13.11,170,7,1646.73,0.5165,40.5,0.99
Wheel Loader,966,3,6.05,3.07,89.49,82.35,11.63,209,2,5725.18,0.3072,64.1,0.8762
Wheel Loader,950 GC,4,4.17,2.06,84.96,88.06,13.99,123,1,6770.13,0.2305,69.6,0.8442
Wheel Loader,950 GC,6,9.91,4.38,87.46,91.12,11.77,248,0,4275.7,0.3448,57.9,0.8952
Excavator,320 GC,10,6.64,2.01,59.54,74.9,14.47,278,0,1904.87,0.4884,45.0,0.99
Articulated Truck,745,8,13.0,5.6,60.71,91.5,12.34,205,3,2575.91,0.4583,51.8,0.9726
Excavator,320 GC,11,4.88,3.44,52.14,85.49,12.45,299,3,6038.03,0.6021,36.1,0.9247
Compact Track Loader,259D3,10,4.45,1.83,32.33,79.17,12.31,32,2,10405.53,0.2095,70.6,0.8088
Wheel Loader,966,9,3.37,1.68,81.81,87.71,12.56,24,3,6869.85,0.2646,66.0,0.8493
Excavator,336,10,8.76,5.89,11.21,108.3,11.54,71,6,3419.96,0.552,38.0,0.947
Bulldozer,D6,9,2.1,0.6,74.45,98.49,13.83,213,5,10511.06,0.5958,36.7,0.9443
Excavator,320 GC,7,13.7,3.11,78.0,90.1,11.78,65,7,6712.48,0.4064,55.2,0.9472
Articulated Truck,745,3,9.16,0.7,11.95,107.26,11.77,142,0,7499.63,0.3455,58.9,0.9159
Wheel Loader,966,5,5.13,0.77,29.99,96.45,13.77,205,3,539.63,0.4428,49.0,0.9743
Articulated Truck,745,8,2.91,4.82,13.48,83.77,12.38,36,1,11910.6,0.2256,69.6,0.8265
Bulldozer,D8,9,11.88,4.29,82.7,97.67,12.8,139,6,10860.01,0.5698,40.3,0.9682
Backhoe Loader,420,6,11.04,3.65,27.78,89.46,12.39,49,0,10476.8,0.0982,80.7,0.7627
Compact Track Loader,259D3,1,3.06,4.25,58.58,79.19,14.28,288,2,2054.2,0.4361,47.5,0.9629
Motor Grader,140,5,4.23,1.87,94.23,97.48,13.99,242,0,7824.93,0.3913,54.3,0.9281
Compact Track Loader,259D3,8,3.27,0.67,18.41,75.24,11.83,118,0,6239.61,0.2521,66.7,0.8666
Excavator,320 GC,4,3.73,4.0,85.33,82.44,13.74,293,2,7901.21,0.4636,48.8,0.989
Backhoe Loader,420,3,3.22,3.22,23.46,96.06,14.37,278,0,5457.24,0.4129,52.8,0.9515
Wheel Loader,966,8,7.93,3.8,30.71,82.19,13.55,163,3,4750.96,0.4269,51.1,0.9483
Backhoe Loader,420,2,6.0,4.9,48.73,89.32,13.12,96,4,507.68,0.3061,61.3,0.8933
Bulldozer,D6,8,5.38,3.76,55.24,100.65,12.22,149,7,11084.92,0.5975,33.1,0.921
Motor Grader,140,2,5.55,4.33,74.94,85.27,12.5,248,7,3443.12,0.5703,40.5,0.9583
Motor Grader,140,10,8.34,2.78,92.79,84.15,13.29,104,6,8486.67,0.4648,46.8,0.97
Backhoe Loader,420,1,6.58,1.58,63.24,77.44,14.18,192,3,9299.45,0.3432,60.3,0.9191
Wheel Loader,950 GC,11,3.08,1.3,86.25,78.07,13.68,13,2,1513.68,0.222,68.8,0.8562
Bulldozer,D6,5,6.9,4.66,77.91,96.57,13.07,159,0,846.55,0.2482,68.1,0.8663
Excavator,320 GC,10,11.06,5.92,32.84,80.24,14.3,266,4,2498.83,0.5933,36.7,0.9382
Articulated Truck,745,6,8.69,3.91,90.64,107.14,13.85,236,7,7611.41,0.7166,29.7,0.8714
Bulldozer,D6,2,11.54,4.82,30.27,97.25,12.94,258,2,11835.48,0.4262,49.9,0.9563
Articulated Truck,745,3,6.32,4.73,82.83,101.34,12.34,90,6,3395.55,0.4482,47.3,0.9589
Wheel Loader,966,4,11.28,3.84,42.56,94.49,14.09,8,3,780.1,0.2011,73.3,0.8088
Bulldozer,D6,8,12.36,1.72,89.29,96.32,13.7,286,6,9781.56,0.6769,29.5,0.8975
Bulldozer,D8,6,4.57,4.82,40.95,93.99,12.63,223,4,11296.13,0.4727,46.5,0.99
Backhoe Loader,420,7,5.84,1.42,83.38,83.62,14.31,18,6,2290.68,0.3072,60.8,0.88
Motor Grader,140,1,7.09,2.93,44.61,95.68,11.8,41,4,3681.47,0.2688,67.2,0.8469
Articulated Truck,745,7,4.46,0.99,29.95,90.9,12.34,108,4,5859.0,0.3633,59.0,0.9285
Bulldozer,D8,3,13.45,0.96,57.49,89.64,12.72,130,4,11016.88,0.3498,61.2,0.9046
Bulldozer,D6,2,7.93,2.75,97.57,96.83,14.32,196,5,7996.36,0.475,46.4,0.9871
Wheel Loader,950 GC,6,6.3,5.38,16.2,97.25,14.28,263,2,8503.66,0.4415,50.0,0.9758
Articulated Truck,745,7,6.47,2.19,98.49,82.93,12.46,194,0,10779.9,0.3208,62.1,0.8906
Compact Track Loader,259D3,3,12.62,4.2,59.88,73.85,13.57,102,0,8852.32,0.1751,73.6,0.8224
Excavator,320 GC,6,13.03,5.59,29.07,90.92,12.11,174,5,4724.7,0.4441,51.0,0.9621
Articulated Truck,745,7,11.77,5.77,82.12,97.94,13.52,142,0,1284.63,0.2595,65.0,0.8532
Excavator,336,3,9.57,2.26,43.63,83.8,13.71,45,3,10038.51,0.2265,70.6,0.8329
Backhoe Loader,420,10,10.73,2.38,22.21,77.84,12.11,196,1,10884.0,0.4454,48.7,0.9725
Excavator,336,5,8.84,5.61,68.69,96.53,12.66,12,7,5953.6,0.3668,54.6,0.9153
Bulldozer,D8,3,8.46,4.48,82.35,90.86,13.5,154,7,8771.54,0.4835,44.3,0.9851
Compact Track Loader,259D3,1,4.7,2.85,74.7,98.64,11.83,37,4,8368.07,0.2361,69.6,0.8349
Articulated Truck,745,10,11.58,4.21,13.48,102.02,14.3,76,7,4719.62,0.5663,39.3,0.9604
Excavator,336,1,3.66,0.81,45.11,86.13,12.49,274,7,5623.11,0.6088,34.7,0.9299
Excavator,336,6,9.15,3.7,21.43,84.71,14.17,36,0,10898.78,0.1196,76.9,0.7642
Bulldozer,D6,10,12.22,3.75,15.66,85.71,13.39,110,7,9318.52,0.5041,42.5,0.99
Compact Track Loader,259D3,3,12.07,5.43,36.76,75.15,11.8,203,1,4014.29,0.3287,59.1,0.8899
Compact Track Loader,259D3,4,6.16,5.96,77.7,89.51,14.24,92,0,9907.86,0.1374,79.5,0.7842
Excavator,336,5,6.07,3.55,54.23,93.73,12.13,115,3,5484.23,0.3225,61.4,0.878
Articulated Truck,745,5,4.58,3.26,29.6,107.74,13.27,255,4,8076.84,0.6531,31.1,0.906
Backhoe Loader,420,10,12.19,4.86,34.62,77.77,13.05,75,7,7777.91,0.4921,46.9,0.9758
Motor Grader,140,3,4.31,3.88,50.17,84.42,11.79,15,6,7942.58,0.2533,64.9,0.8597
Wheel Loader,966,5,12.7,1.8,46.36,91.04,11.55,132,6,3777.84,0.4109,54.4,0.9442
Compact Track Loader,259D3,9,9.97,2.5,25.99,93.05,12.23,168,3,5200.7,0.4483,48.4,0.9719
Bulldozer,D8,5,10.82,2.75,86.37,109.62,12.86,12,2,6358.56,0.3459,57.6,0.9147
Compact Track Loader,259D3,3,12.47,0.52,26.2,90.44,13.52,172,0,11331.75,0.22,67.6,0.8318
Bulldozer,D8,3,5.63,4.43,18.94,108.8,12.1,277,1,11519.44,0.5449,40.3,0.9664
Compact Track Loader,259D3,4,7.2,5.84,48.52,85.79,12.37,230,7,6908.55,0.6075,36.5,0.9334
Articulated Truck,745,10,11.5,4.07,76.98,87.79,14.26,282,7,5879.9,0.6785,29.8,0.8829
Excavator,336,9,2.77,3.64,85.07,91.59,12.81,159,5,937.83,0.5319,42.9,0.99
Bulldozer,D6,2,2.62,2.26,74.17,87.22,12.96,56,2,4541.72,0.1546,75.9,0.796
Excavator,336,8,2.7,0.85,48.18,100.12,12.62,144,3,9085.12,0.4344,51.3,0.9561
Excavator,320 GC,9,10.32,2.23,87.85,100.6,13.02,58,1,7329.52,0.2698,68.2,0.8788
Bulldozer,D8,11,2.88,1.31,81.32,83.95,12.18,23,3,7943.39,0.2511,66.8,0.8696
Excavator,320 GC,7,13.29,4.78,92.43,73.27,11.51,161,0,9292.31,0.2651,67.3,0.8675
Bulldozer,D6,5,2.81,5.94,87.27,87.24,13.66,279,3,10042.53,0.4862,44.2,0.99
Bulldozer,D6,11,4.32,3.61,21.23,87.24,13.56,153,5,10760.96,0.5173,42.9,0.99
Backhoe Loader,420,7,10.6,2.93,60.77,85.08,12.09,30,2,8677.55,0.1764,72.8,0.8056
Wheel Loader,950 GC,2,8.74,5.51,30.38,86.23,12.17,283,0,1169.57,0.3422,61.7,0.926
Bulldozer,D6,7,9.45,5.1,55.52,78.64,13.94,214,3,11363.05,0.4372,50.8,0.9653
Wheel Loader,950 GC,11,3.63,4.21,38.03,95.24,11.7,266,4,6915.84,0.5827,36.3,0.9733
Wheel Loader,966,2,2.39,4.14,88.34,94.01,14.18,55,2,8526.9,0.179,73.6,0.8231
Bulldozer,D6,4,8.91,4.58,33.13,72.43,13.73,205,4,5431.08,0.447,48.3,0.9697
Wheel Loader,950 GC,3,11.59,1.15,36.24,101.31,12.36,12,4,5382.69,0.2837,66.5,0.8838
Excavator,336,8,3.41,2.73,67.1,83.89,11.56,159,3,2279.5,0.3974,54.3,0.9299
Bulldozer,D6,7,13.62,1.52,73.78,99.45,14.4,297,7,7103.39,0.7424,22.0,0.844
Compact Track Loader,259D3,9,7.26,2.51,39.57,91.81,13.06,240,2,1658.58,0.4399,52.2,0.9731
Backhoe Loader,420,9,12.55,1.46,50.68,98.29,12.96,262,1,618.16,0.4865,46.6,0.99
Excavator,336,2,4.8,2.84,39.56,84.47,11.6,276,3,1986.12,0.4912,45.7,0.99
Bulldozer,D8,4,5.43,4.5,20.0,100.84,14.34,17,4,9134.23,0.2805,65.9,0.8667
Compact Track Loader,259D3,8,5.42,1.66,58.98,72.08,14.26,34,7,10804.89,0.4022,52.4,0.9372
Articulated Truck,745,10,2.48,4.8,81.16,103.06,14.19,179,7,6012.17,0.6503,31.7,0.9398
Wheel Loader,950 GC,6,6.18,1.01,63.77,95.64,14.41,78,6,9083.04,0.415,52.3,0.9494
Motor Grader,140,3,9.87,4.91,55.0,77.82,12.93,250,7,8482.23,0.5837,36.2,0.9637
Motor Grader,140,5,4.33,5.18,63.59,72.18,14.22,212,3,8103.63,0.4129,51.9,0.9518
Compact Track Loader,259D3,5,3.19,5.39,55.43,76.24,11.77,171,5,561.4,0.4862,44.2,0.99
Bulldozer,D6,8,11.37,5.54,18.54,85.5,11.71,198,1,3924.14,0.4058,50.7,0.9467
Backhoe Loader,420,3,11.49,1.31,24.13,78.06,11.66,41,6,5531.69,0.3,65.8,0.8818
Wheel Loader,966,4,3.56,5.42,45.72,83.48,13.93,78,3,8714.68,0.2589,68.5,0.8542
Bulldozer,D6,10,10.1,4.04,24.64,90.44,12.57,75,1,4667.73,0.2513,67.8,0.852
Compact Track Loader,259D3,8,4.69,2.03,61.84,95.44,12.49,167,1,4543.0,0.2809,64.9,0.8742
Articulated Truck,745,8,10.71,3.86,14.31,101.88,12.53,271,7,3744.84,0.7846,18.7,0.8192
Wheel Loader,950 GC,5,8.52,5.68,90.71,82.83,13.15,80,3,600.88,0.2608,68.9,0.8533
Motor Grader,140,2,13.12,4.27,22.71,80.0,11.88,183,0,11433.0,0.253,66.1,0.8321
Bulldozer,D8,9,6.15,4.14,74.15,105.19,14.09,10,4,7450.56,0.3589,56.5,0.92
Motor Grader,140,6,7.62,2.57,31.81,85.46,11.64,188,6,3428.72,0.4955,46.0,0.9889
Excavator,320 GC,6,6.95,0.74,87.43,85.05,13.42,262,7,7484.02,0.6232,32.6,0.9344
Wheel Loader,950 GC,7,9.66,5.29,83.93,101.67,14.4,67,7,6289.92,0.479,48.2,0.99
Excavator,320 GC,11,3.6,4.4,70.67,89.57,13.8,271,6,10036.98,0.6651,30.7,0.8953
Excavator,336,1,6.01,5.34,60.37,97.04,13.85,235,2,10367.09,0.3862,54.8,0.927
Wheel Loader,950 GC,10,4.86,4.53,68.98,78.89,12.31,205,6,5266.01,0.5775,36.5,0.95
Compact Track Loader,259D3,5,12.23,1.1,33.97,94.08,14.11,296,2,10877.26,0.4863,45.4,0.99
Backhoe Loader,420,9,5.86,4.61,97.57,101.76,13.93,155,3,11648.14,0.4472,49.8,0.9617
Wheel Loader,950 GC,2,8.62,5.39,41.14,73.74,12.63,242,7,1389.13,0.583,38.3,0.9369
Bulldozer,D8,10,9.33,0.5,34.11,111.98,14.42,79,6,6987.35,0.6057,35.9,0.9422
Bulldozer,D8,3,7.75,5.87,58.56,101.35,11.75,46,7,9329.42,0.4194,47.9,0.9555
Motor Grader,140,9,11.4,3.69,46.4,100.07,12.39,280,3,1115.93,0.6006,35.6,0.9361
Motor Grader,140,6,10.26,3.89,80.62,92.8,13.74,280,0,10214.62,0.4071,54.5,0.9663
Articulated Truck,745,4,9.06,5.83,20.2,89.01,13.07,121,6,5098.56,0.4201,50.9,0.9431
Excavator,320 GC,4,5.45,5.76,60.13,99.62,14.45,213,5,7129.58,0.5227,44.0,0.9746
Backhoe Loader,420,9,8.8,2.24,82.62,93.98,12.91,98,6,7500.85,0.4482,48.7,0.9647
Excavator,320 GC,8,3.14,2.23,59.73,88.2,11.86,256,6,1522.85,0.6217,33.4,0.913
Wheel Loader,966,5,8.25,5.86,86.19,94.13,13.41,298,3,10639.9,0.5107,43.5,0.9844
Articulated Truck,745,5,9.03,4.79,30.15,94.06,14.25,131,3,7454.28,0.3482,58.4,0.8901
Wheel Loader,966,5,6.19,4.18,25.82,93.16,11.53,173,2,4641.19,0.3191,63.5,0.8851
Excavator,320 GC,9,6.42,4.56,96.73,95.28,12.9,165,4,3966.26,0.438,49.1,0.9536
Articulated Truck,745,1,6.14,5.97,88.83,102.4,12.67,201,3,3990.87,0.4069,52.1,0.9619
Bulldozer,D8,7,9.3,4.32,18.64,106.25,13.97,120,1,3166.49,0.3735,56.9,0.929
Bulldozer,D6,7,11.12,5.34,59.34,96.9,13.67,37,3,3807.9,0.2399,68.4,0.8406
Backhoe Loader,420,11,5.2,4.56,79.8,85.07,14.0,123,4,4720.79,0.3979,52.9,0.9322
Excavator,320 GC,1,10.44,4.26,50.52,81.69,12.8,32,0,7441.0,0.0271,86.2,0.7238
Excavator,320 GC,8,3.0,3.1,74.5,95.22,13.66,74,1,10336.4,0.2057,72.2,0.8247
Excavator,336,9,4.98,3.05,31.52,84.49,14.04,34,6,4682.2,0.4172,54.1,0.9487
Bulldozer,D8,4,11.19,1.6,69.33,95.03,13.0,72,0,11921.02,0.1277,79.0,0.7721
Excavator,336,1,8.11,5.46,14.38,89.76,12.16,179,3,5844.87,0.3058,60.5,0.8758
Excavator,336,5,6.35,4.68,75.12,86.96,12.78,48,3,6348.69,0.2338,64.2,0.836
Bulldozer,D8,9,9.28,5.68,68.93,85.92,13.25,209,0,609.27,0.3805,56.4,0.9248
Wheel Loader,950 GC,1,7.06,0.67,84.39,97.82,12.95,94,2,5421.39,0.1805,75.6,0.8116
Bulldozer,D6,8,2.64,5.47,83.75,96.56,11.92,8,2,3318.19,0.2307,66.2,0.8375
Compact Track Loader,259D3,10,9.07,4.45,69.43,86.51,13.91,113,2,6427.56,0.3458,58.5,0.8981
Wheel Loader,950 GC,4,7.29,4.71,72.44,83.12,12.91,47,1,4800.01,0.1484,76.7,0.7929
Compact Track Loader,259D3,6,6.82,3.59,41.26,92.91,12.24,85,5,10833.43,0.3644,57.4,0.9243
Compact Track Loader,259D3,1,11.35,5.2,25.65,81.19,13.3,208,4,11325.93,0.421,51.3,0.9412
Compact Track Loader,259D3,3,4.27,2.97,38.24,96.29,12.41,130,6,11231.05,0.4497,48.2,0.9612
Wheel Loader,966,5,5.98,4.79,56.09,92.69,11.7,58,2,2477.31,0.1939,73.0,0.8297
Motor Grader,140,8,4.55,2.67,82.19,99.32,12.18,225,7,1748.38,0.6817,28.5,0.8898
Compact Track Loader,259D3,11,3.79,3.14,18.29,82.71,11.55,66,0,10853.18,0.2198,69.1,0.8309
Compact Track Loader,259D3,5,13.47,3.05,66.19,99.58,12.76,129,0,5568.1,0.2589,67.5,0.8555
Compact Track Loader,259D3,1,13.01,4.06,11.79,72.47,13.53,245,3,4490.85,0.4312,53.5,0.9621
Excavator,336,3,9.99,1.36,35.32,88.21,14.09,257,7,5887.7,0.6029,36.8,0.9423
Backhoe Loader,420,2,6.0,1.73,61.91,101.72,13.63,65,3,5676.18,0.2638,66.8,0.8653
Wheel Loader,966,4,13.49,1.88,57.13,82.19,12.04,243,1,9355.78,0.3197,59.0,0.8746
Compact Track Loader,259D3,6,8.7,1.25,70.76,77.69,12.01,177,6,1955.23,0.5125,43.4,0.99
Wheel Loader,950 GC,7,2.0,2.02,78.26,101.17,12.01,24,2,7252.45,0.2509,68.3,0.8532
Bulldozer,D8,4,13.46,4.78,58.5,88.15,12.87,73,7,5749.18,0.3782,55.8,0.9224
Articulated Truck,745,4,13.67,5.64,68.17,99.52,12.6,278,2,1213.21,0.4976,48.3,0.99
Articulated Truck,745,11,12.24,4.91,47.99,109.96,12.4,128,3,11171.63,0.5455,36.5,0.9552
Compact Track Loader,259D3,5,5.98,0.62,39.84,93.49,11.87,217,5,1660.49,0.513,40.6,0.99
Excavator,320 GC,3,10.37,3.52,76.31,82.26,12.91,228,2,1835.22,0.3775,55.5,0.9033
Wheel Loader,966,10,9.7,3.04,58.29,78.12,11.7,146,0,4147.3,0.2619,65.4,0.8525
Backhoe Loader,420,4,7.69,5.61,76.65,95.34,11.99,189,6,8092.51,0.5025,44.8,0.99
Excavator,336,2,12.9,4.13,61.65,94.84,13.03,148,0,2553.2,0.1847,74.2,0.8167
Motor Grader,140,9,3.43,3.03,46.24,92.23,12.01,188,6,8473.53,0.5875,38.6,0.9404
Wheel Loader,950 GC,8,3.95,1.57,35.1,76.74,13.19,114,5,10804.84,0.437,50.1,0.9618
Excavator,320 GC,1,12.28,5.78,47.82,88.86,13.34,112,3,10770.42,0.2577,67.4,0.8534
Motor Grader,140,10,12.82,3.77,96.25,96.29,14.32,65,3,7381.45,0.3441,60.1,0.9094
Backhoe Loader,420,10,6.67,2.02,53.17,81.3,13.03,234,6,5361.07,0.6054,35.5,0.9393
Articulated Truck,745,11,8.98,0.81,94.6,85.69,14.35,209,6,10022.18,0.6165,33.0,0.9325
Bulldozer,D6,7,3.91,2.78,23.55,101.19,13.55,280,4,5982.83,0.6521,30.2,0.9113
Wheel Loader,966,5,2.22,0.72,75.24,90.4,14.02,204,1,6888.84,0.3376,61.9,0.9127
